repair_id,복구타입,위도,경도,sply_ls_count,valve_count,fire_count,total_infra
0,지상누수,35.8946241,128.6021673,106,32,3,141
1,지하누수,35.8947912,128.6023991,118,33,2,153
2,지상누수,35.8963622,128.6108785,111,16,2,129
3,지상누수,35.8960729,128.6121391,63,25,3,91
4,지상누수,35.897053,128.6060654,127,30,1,158
5,지상누수,35.8947157,128.6090842,162,22,1,185
6,지하누수,35.8915603,128.596439,67,18,1,86
7,지하누수,35.8915342,128.5965834,74,18,1,93
8,지하누수,35.8929799,128.5973392,92,15,0,107
9,지상누수,35.895108,128.6111366,103,28,1,132
10,지상누수,35.895344,128.6100321,153,35,2,190
11,지하누수,35.8929004,128.597316,89,16,0,105
12,지상누수,35.892652,128.6068654,124,20,2,146
13,지하누수,35.8959196,128.6054125,140,30,2,172
14,지상누수,35.8953002,128.6077841,149,23,2,174
15,지상누수,35.8900177,128.6000401,4,8,0,12
16,지상누수,35.894826,128.6093499,158,25,2,185
17,지하누수,35.8957562,128.6004581,167,37,2,206
18,지하누수,35.897234,128.6011778,146,47,1,194
19,지하누수,35.8969617,128.6013846,151,42,1,194
20,지하누수,35.8963338,128.5998717,137,42,3,182
21,지하누수,35.8960005,128.6017319,166,33,0,199
22,지하누수,35.894353,128.6110253,75,19,1,95
23,지하누수,35.8958723,128.6120701,71,29,3,103
24,지상누수,35.8929585,128.6094276,66,14,2,82
25,지하누수,35.8948463,128.6092167,163,24,2,189
26,지상누수,35.8956355,128.6073607,163,23,2,188
27,지하누수,35.8963653,128.6000976,139,41,3,183
28,지하누수,35.8948747,128.6014267,145,40,4,189
29,지상누수,35.8899151,128.601287,58,20,0,78
30,지하누수,35.8926445,128.6060532,129,20,2,151
31,지상누수,35.8955536,128.6113662,117,32,1,150
32,지상누수,35.893374,128.5992472,59,9,0,68
33,지하누수,35.8975146,128.6045759,127,22,2,151
34,지하누수,35.8974681,128.5989688,89,24,2,115
35,지하누수,35.8947381,128.6019531,126,40,3,169
36,지상누수,35.8935192,128.5982447,124,26,1,151
37,지상누수,35.8971881,128.5999924,126,34,1,161
38,지하누수,35.895782,128.6105861,147,26,1,174
39,지하누수,35.896141,128.6122561,54,23,3,80
40,지하누수,35.8936404,128.6103236,78,10,2,90
41,지하누수,35.8961417,128.602339,174,37,0,211
42,지하누수,35.8946495,128.6017077,117,34,3,154
43,지하누수,35.8944146,128.6019027,85,26,3,114
44,지상누수,35.8966487,128.6079187,171,29,1,201
45,지상누수,35.8921902,128.5974082,112,13,1,126
46,지하누수,35.8938663,128.6102529,97,10,2,109
47,지하누수,35.8962259,128.6025329,173,32,1,206
48,지하누수,35.8970944,128.6024783,160,34,0,194
49,지하누수,35.897478,128.6044319,140,27,2,169
50,지상누수,35.8960952,128.6100066,166,29,1,196
51,지상누수,35.8948146,128.609921,158,28,2,188
52,지상누수,35.8943617,128.5993061,100,30,2,132
53,지상누수,35.8948698,128.6010136,151,37,4,192
54,지상누수,35.8975146,128.6045759,127,22,2,151
55,지하누수,35.8936833,128.5991138,90,29,2,121
56,지하누수,35.8968842,128.5999283,149,35,1,185
57,지하누수,35.8962166,128.6000401,141,38,3,182
58,지하누수,35.8947758,128.6046433,123,32,2,157
59,지상누수,35.8957106,128.6087856,171,31,1,203
60,지상누수,35.8948747,128.6014267,145,40,4,189
61,지상누수,35.8948747,128.6014267,145,40,4,189
62,지하누수,35.8932193,128.6093998,86,14,1,101
63,지상누수,35.8965185,128.6077883,171,23,1,195
64,지상누수,35.8965185,128.6077883,171,23,1,195
