repair_id,복구타입,위도,경도,sply_ls_count,valve_count,fire_count,total_infra
0,지상누수,35.8946241,128.6021673,0,0,0,0
1,지하누수,35.8947912,128.6023991,3,0,0,3
2,지상누수,35.8963622,128.6108785,2,0,0,2
3,지상누수,35.8960729,128.6121391,2,1,0,3
4,지상누수,35.897053,128.6060654,1,0,0,1
5,지상누수,35.8947157,128.6090842,2,0,0,2
6,지하누수,35.8915603,128.596439,0,0,0,0
7,지하누수,35.8915342,128.5965834,2,0,0,2
8,지하누수,35.8929799,128.5973392,1,2,0,3
9,지상누수,35.895108,128.6111366,2,0,0,2
10,지상누수,35.895344,128.6100321,3,0,0,3
11,지하누수,35.8929004,128.597316,0,0,0,0
12,지상누수,35.892652,128.6068654,2,0,0,2
13,지하누수,35.8959196,128.6054125,0,0,0,0
14,지상누수,35.8953002,128.6077841,2,0,0,2
15,지상누수,35.8900177,128.6000401,0,0,0,0
16,지상누수,35.894826,128.6093499,1,1,0,2
17,지하누수,35.8957562,128.6004581,1,2,1,4
18,지하누수,35.897234,128.6011778,2,1,0,3
19,지하누수,35.8969617,128.6013846,4,1,0,5
20,지하누수,35.8963338,128.5998717,0,1,0,1
21,지하누수,35.8960005,128.6017319,0,0,0,0
22,지하누수,35.894353,128.6110253,1,0,0,1
23,지하누수,35.8958723,128.6120701,1,1,0,2
24,지상누수,35.8929585,128.6094276,1,0,0,1
25,지하누수,35.8948463,128.6092167,3,1,0,4
26,지상누수,35.8956355,128.6073607,0,0,0,0
27,지하누수,35.8963653,128.6000976,2,0,0,2
28,지하누수,35.8948747,128.6014267,4,1,0,5
29,지상누수,35.8899151,128.601287,2,0,0,2
30,지하누수,35.8926445,128.6060532,0,0,0,0
31,지상누수,35.8955536,128.6113662,1,1,0,2
32,지상누수,35.893374,128.5992472,1,0,0,1
33,지하누수,35.8975146,128.6045759,3,0,0,3
34,지하누수,35.8974681,128.5989688,2,0,0,2
35,지하누수,35.8947381,128.6019531,5,0,0,5
36,지상누수,35.8935192,128.5982447,1,2,0,3
37,지상누수,35.8971881,128.5999924,2,0,0,2
38,지하누수,35.895782,128.6105861,2,0,0,2
39,지하누수,35.896141,128.6122561,1,0,0,1
40,지하누수,35.8936404,128.6103236,2,1,0,3
41,지하누수,35.8961417,128.602339,3,0,0,3
42,지하누수,35.8946495,128.6017077,2,0,0,2
43,지하누수,35.8944146,128.6019027,1,1,0,2
44,지상누수,35.8966487,128.6079187,2,0,1,3
