긴급복구공사일련번호,담당부서ID,담당부서명,용수구분,용수구분명,용도구분,용도구분명,민원접수번호,접수일시,작업시작일시,작업종료일시,공사개요,구 구분코드,구군,주소,중구역번호,소구역번호,지시번호,공사일련번호,공사명,복구공사구분,복구공사구분값,도로구분코드,도로구분,시공년도,탐사구분(1단계),탐사구분(1단계) 값,탐사구분(2단계),탐사구분(2단계) 값,누수관경코드,누수관경,누수관종코드,누수관종코드명,누수부위코드,누수부위코드명,누수원인코드,누수원인코드명,누수구분코드,누수구분명,누수부위형태코드,누수부위형태코드명,파열상태코드,파열상태,측정수압,누수일수,시간당 누수량,누수량,방지량,살수량,총공사비,과수압구역(여부)
201203297,51000,중남부사업소,,,05,급수관,201205120003,201205120943,201205121000,201205121400,D=15mm 계량기보호통 교체 수선,N,남구,남구 경상2길 26 (대명동) / 3016-69번지,0406,0162,526,20129006401,남구 경상2길 26 (대명동) / 3016-69번지,U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0601,계량기보호통,01,노후,1,누수,01,소켓,4,1/5,3,132,0,475,655,,"406,840",N
201206699,51000,중남부사업소,,,04,배수지관,201211090054,201211091032,201211091100,201211091330,DTC D=80*15mm 분기점 수선,N,남구,남구 경상2길 3 (대명동) / 3016-48번지,0406,0162,1284,20129012930,남구 경상2길 3 (대명동) / 3016-48번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,02,반도,5,1/7,3,313,0,"1,352",786,0,"339,870",N
201006301,51000,중남부사업소,,,05,급수관,201010070073,201010071019,201010071040,201010071150,DTC D=80×15mm 분기점 누수수선,N,남구,남구 경상2길 30 (대명동) / 3016-11번지,0406,0162,1186,20109010960,남구 대명동 3016-11 번지,U,지하누수,01,공도,,01,자체,02,야간,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,02,반도,4,1/5,4,280,0,"1,949","2,540",,"224,920",N
201304510,51000,중남부사업소,,,05,급수관,201307190030,201307190911,201307191000,201307191200,PFP D=50x15mm 접합부 누수수선,N,남구,남구 경상길 8 (대명동) / 3027-36번지,0406,0162,824,20139008677,남구 경상길 8 (대명동) / 3027-36번지,U,지하누수,01,공도,,01,자체,01,주간,01,15,06,스텐레스관,0201,이형관,02,부식,1,누수,01,소켓,4,1/5,3,199,0,716,655,0,"577,550",N
0800179,51000,중남부사업소,,,05,급수관,,200711130900,,,분기점 수선,N,남구,남구 계명1길 18-6 (대명동) / 2559-19번지,0408,0010,1126,20089000475,대명3동 2559-19번지선 누수수선공사,U,지하누수,01,공도,,01,자체,01,주간,01,15,06,스텐레스관,0901,분기점,02,부식,1,누수,02,반도,5,1/7,,316,0,986,153,,,N
201305543,51000,중남부사업소,,,05,급수관,201309230096,201309230949,201309271100,201309271300,D50*15(T)누수수선,N,남구,남구 계명1길 38-4 (대명동) / 2551-18번지,0725,0020,1078,20139010880,남구 계명1길 38-4 (대명동) / 2551-18번지,U,지하누수,01,공도,,02,용역,,,01,15,06,스텐레스관,0201,이형관,02,부식,1,누수,01,소켓,5,1/7,4,266,0,830,568,0,"234,910",N
201303746,51000,중남부사업소,,,05,급수관,201306110018,201306110926,201306111030,201306111130,STS D=15mm 계량기통밑 접합부 누수수선,N,남구,남구 계명1길 5-7 (대명동) / 2563-29번지,,0020,667,20139007070,남구 계명1길 5-7 (대명동) / 2563-29번지,U,지하누수,02,사유지,,01,자체,01,주간,01,15,12,계량기보호통(실),0702,접합부,02,부식,1,누수,01,소켓,4,1/5,3,162,0,583,655,,"507,540",N
201302481,51000,중남부사업소,,,04,배수지관,201304010009,201304010857,201304010930,201304011030,DTC D=80x15mm 분기점 누수수선,N,남구,남구 계명1길 5-7 (대명동) / 2563-29번지,0725,0020,418,20139004641,남구 계명1길 5-7 (대명동) / 2563-29번지,U,지하누수,01,공도,,01,자체,02,야간,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,01,소켓,4,1/5,3,91,0,328,655,0,"358,690",N
201303103,51000,중남부사업소,,,,,201305130228,201305131504,201305131600,201305131700,미누수,N,남구,남구 계명1길 5-7 (대명동) / 2563-29번지,,0020,563,20139005819,남구 계명1길 5-7 (대명동) / 2563-29번지,U,지하누수,,,,02,용역,,,,,,,,,,,2,미누수,,,,,,,,,,0,"107,050",N
200800868,51000,중남부사업소,,,,,,200812090900,200812090930,200812091130,D=15mm 접합부 누수수선,N,남구,남구 계명2길 26-2 (대명동) / 2248-2번지,,0020,1213,20089013349,남구 대명동2248-2 번지,U,지하누수,02,사유지,,01,자체,01,주간,01,15,12,계량기보호통(실),0602,연결부,02,부식,1,누수,01,소켓,3,1/3,4,342,0,"2,462","2,628",,"388,850",N
200905520,51000,중남부사업소,,,,,200909110090,200909111105,200909111300,200909111500,"DTC D=80x15mm 구, 분기점 패쇄",N,남구,남구 계명2길 26-2 (대명동) / 2248-2번지,0790,0020,1178,20099010079,남구 대명동 2248-2 번지,U,지하누수,01,공도,,01,자체,02,야간,01,15,13,불용관,0801,불용관,13,불용관,1,누수,01,소켓,3,1/3,4,254,0,"1,829","2,628",,"258,560",N
201306248,51000,중남부사업소,,,05,급수관,201310280569,201310281750,201310290900,201310291100,D40*15(T)누수수선,N,남구,남구 계명2길 26-2 (대명동) / 2248-2번지,0725,0020,1223,20139012192,남구 계명2길 26-2 (대명동) / 2248-2번지,U,지하누수,01,공도,,01,자체,02,야간,01,15,06,스텐레스관,0201,이형관,02,부식,1,누수,01,소켓,4,1/5,4,301,0,"1,300",786,0,"862,900",N
201306244,51000,중남부사업소,,,05,급수관,201310280168,201310281054,201310281120,201310281320,D40*15분기점수선,N,남구,남구 계명2길 26-4 (대명동) / 2248-15번지,0725,0020,1217,20139012188,남구 계명2길 26-4 (대명동) / 2248-15번지,U,지하누수,01,공도,,01,자체,01,주간,01,15,06,스텐레스관,0201,이형관,01,노후,1,누수,01,소켓,4,1/5,4,301,0,"1,300",786,0,"402,880",N
201303124,51000,중남부사업소,,,04,배수지관,201305070222,201305071422,201305071530,201305071630,EPS D=40x15mm 접합부 누수수선,N,남구,남구 계명2길 47-2 (대명동) / 2549-10번지,0725,0020,543,20139005840,남구 계명2길 47-2 (대명동) / 2549-10번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,01,소켓,3,1/3,3,127,0,792,"1,136",0,"288,280",N
201305463,51000,중남부사업소,,,05,급수관,201309020152,201309021043,201309021300,201309021500,D40*15(T)수선,N,남구,남구 계명4길 11-3 (대명동) / 2250-25번지,0725,0040,1009,20139010787,남구 계명4길 11-3 (대명동) / 2250-25번지,U,지하누수,01,공도,,02,용역,,,01,15,06,스텐레스관,0201,이형관,02,부식,1,누수,01,소켓,5,1/7,4,245,0,764,568,0,"241,240",N
201204317,51000,중남부사업소,,,05,급수관,201207250006,201207250824,201207250830,201207251200,DTC D=80*15mm 분기점 수선(2개소),N,남구,남구 계명4길 11-6 (대명동) / 2250-12번지,0725,0040,831,20129008408,남구 계명4길 11-6 (대명동) / 2250-12번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,01,소켓,4,1/5,3,207,0,745,655,0,"642,990",N
201205630,51000,중남부사업소,,,04,배수지관,201208020058,201208021008,201208021200,201208021700,"1차-미누수,2차-PFP D=50*15mm 분기점 수선",N,남구,남구 계명4길 5-2 (대명동) / 2250-28번지,0725,0040,871,20129010742,남구 계명4길 5-2 (대명동) / 2250-28번지,U,지하누수,01,공도,,02,용역,,,01,15,05,PFP관,0201,이형관,02,부식,1,누수,01,소켓,4,1/5,3,214,0,770,655,0,"488,720",N
201305462,51000,중남부사업소,,,05,급수관,201309020148,201309021042,201309090800,201309091000,D15보호통하부누수수선(보호통교체),N,남구,남구 계명4길 5-3 (대명동) / 2250-35번지,,0040,1008,20139010786,남구 계명4길 5-3 (대명동) / 2250-35번지,U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0601,계량기보호통,02,부식,1,누수,01,소켓,4,1/5,4,245,0,"1,058",786,,"492,180",N
9903857,51000,중남부사업소,,,05,급수관,,20030923110000,,,분기점폐쇄,N,남구,남구 계명5길 31 (대명동) / 2251-40번지,0408,0030,,20035100003857,남구 대명3.7동 2251-40번지선 누수수선공사(지하),U,지하누수,,,,,,,,01,15,02,,0901,,99,기타,1,누수,,,5,1/7,,266,0,702,261,,,
201206689,51000,중남부사업소,,,04,배수지관,201211070010,201211070842,201211071330,201211071630,DTC D=80*25mm 분기점 수선,N,남구,남구 계명5길 55-2 (대명동) / 2244-13번지,0725,0040,1266,20129012920,남구 계명5길 55-2 (대명동) / 2244-13번지,U,지하누수,01,공도,,02,용역,,,03,25,10,부분기대,0501,부분기대,02,부식,1,누수,02,반도,6,1/10,3,311,1,"4,478","2,621",0,"279,210",N
201302170,51000,중남부사업소,,,04,배수지관,201303290046,201303290936,201303291030,201303291230,D=15mm 직관부 누수수선(밸브 설치),N,남구,남구 계명7길 23-1 (대명동) / 2241-14번지,,0040,410,20139003783,남구 계명7길 23-1 (대명동) / 2241-14번지,U,지하누수,01,공도,,01,자체,01,주간,01,15,99,기타,9901,기타,99,기타,1,누수,01,소켓,6,1/10,3,88,0,148,306,,"207,140",N
9904257,51000,중남부사업소,,,05,급수관,,20031114140000,,,직선연결,N,남구,남구 계명7길 24-2 (대명동) / 2240-22번지,0408,0030,,20035100004257,남구 대명3.7동 2240-22번지선 누수수선공사(지하),U,지하누수,,,,,,,,01,15,08,,0901,,01,노후,1,누수,,,5,1/7,,317,0,"1,369",207,,,
201305464,51000,중남부사업소,,,05,급수관,201309020156,201309021044,201309021200,201309021400,D40*15(T)수선,N,남구,남구 계명7길 24-5 (대명동) / 2240-18번지,0725,0040,1010,20139010788,남구 계명7길 24-5 (대명동) / 2240-18번지,U,지하누수,01,공도,,02,용역,,,01,15,06,스텐레스관,0201,이형관,02,부식,1,누수,01,소켓,5,1/7,4,245,0,764,568,0,"184,970",N
9903597,51000,중남부사업소,,,05,급수관,,20030701100000,,,"STS D=40mm, L=45m직관교체",N,남구,남구 계명7길 30-1 (대명동) / 2240-1번지,0408,0030,,20035100003597,남구 대명3.7동 2240-1번지선 누수수선공사(지하),U,지하누수,,,,,,,,02,20,01,,0101,,01,노후,1,누수,,,5,1/7,,182,1,"4,324","4,348",,,
201005110,51000,중남부사업소,,,05,급수관,201008020345,201008021507,201008021600,201008021700,STS D=15mm 접합부 누수수선,N,남구,남구 계명7길 6-6 (대명동) / 2255-13번지,,0040,899,20109008735,남구 대명동 2255-13 번지,U,지하누수,02,사유지,,01,자체,02,야간,01,15,12,계량기보호통(실),0602,연결부,02,부식,1,누수,01,소켓,2,1/2,4,214,0,"2,311","3,942",,"255,310",N
9907860,51000,중남부사업소,,,05,급수관,,,,,분기점 폐쇄,N,남구,남구 계명8길 13 (대명동) / 2256-33번지,0408,0030,,00005100007860,대명3동 2256-33번지 서편 누수수선공사,U,지하누수,,,,,,,,01,15,02,,0901,,01,노후,1,누수,,,5,1/7,,230,0,"1,104",648,,,
9907858,51000,중남부사업소,,,05,급수관,,,,,분기점 수선,N,남구,남구 계명8길 13 (대명동) / 2256-33번지,0408,0030,,00005100007858,대명3동 2256-33번지선 누수수선공사,U,지하누수,,,,,,,,01,15,02,,0901,,01,노후,1,누수,,,2,1/2,,224,1,"3,763","2,369",,,
9908086,51000,중남부사업소,,,04,배수지관,,,,,분기점 폐쇄,N,남구,남구 계명8길 13 (대명동) / 2256-33번지,0408,0030,,00005100008086,대명3.7동 2256-33번지선 누수수선공사,U,지하누수,,,,,,,,01,15,02,,0901,,01,노후,1,누수,,,5,1/7,,254,0,610,266,,,
9907859,51000,중남부사업소,,,05,급수관,,,,,분기점 폐쇄,N,남구,남구 계명8길 5 (대명동) / 2256-32번지,0408,0030,,00005100007859,대명3동 2256-32번지선 누수수선공사,U,지하누수,,,,,,,,01,15,02,,0901,,01,노후,1,누수,,,2,1/2,,230,2,"8,280","4,860",,,
9907550,51000,중남부사업소,,,05,급수관,,,,,분기점 폐쇄,N,남구,남구 계명중앙1길 37 (대명동) / 2130-7번지,0408,0030,,00005100007550,대명3동 2130-7번지선 누수수선공사,U,지하누수,,,,,,,,01,15,02,,0901,,01,노후,1,누수,,,3,1/3,,170,0,979,"1,123",,,
0804889,51000,중남부사업소,,,05,급수관,,200807021800,,,분기점 수선,N,남구,남구 계명중앙1길 38 (대명동) / 2132-1번지,0408,0030,627,20089009664,대명3동 2132-1번지선 누수수선공사,U,지하누수,01,공도,,01,자체,01,주간,01,15,06,스텐레스관,0901,분기점,01,노후,1,누수,01,소켓,,,,184,2,"7,551","7,428",,,N
201002872,51000,중남부사업소,,,05,급수관,201004080279,201004081112,201004081200,201004081400,"DTC D=80×15mm 구,분기대 폐쇄",N,남구,"남구 계명중앙1길 9, 흰돌 (대명동) / 2133-11번지",0790,0050,441,20109004737,남구 대명동 2133-11 번지,U,지하누수,01,공도,,02,용역,,,01,15,13,불용관,0801,불용관,13,불용관,1,누수,01,소켓,3,1/3,3,98,0,612,"2,278",,"283,470",N
201102263,51000,중남부사업소,,,05,급수관,201103030082,201103030958,201103031045,201103031230,"EPS D=50×20mm 구,분기점 폐쇄
",N,남구,남구 고산2길 45 (봉덕동) / 1270-81번지,0407,0780,488,20119003413,남구 봉덕동 1270-81 번지,U,지하누수,01,공도,,01,자체,02,야간,02,20,13,불용관,0801,불용관,13,불용관,1,누수,02,반도,7,1/4,4,62,1,"1,473","8,672",0,"342,130",N
201107440,51000,중남부사업소,,,04,배수지관,201111240209,201111241349,201111241500,201111241730,D=150*20구분기점 수선(분기점폐쇄),N,남구,"남구 고산2길 53-1, (고산2-107) (봉덕동) / 1170-35번지",0407,0780,1779,20119012895,남구 봉덕동 1170-35 번지,U,지하누수,01,공도,,02,용역,,,02,20,13,불용관,0801,불용관,13,불용관,1,누수,02,반도,4,1/5,4,327,1,"6,200","6,920",0,"384,150",N
201000969,51000,중남부사업소,,,05,급수관,201001140030,201001140935,201001141000,201001141200,PFP D=50x25mm 분기점 누수수선,N,남구,"남구 고산2길 5-43, (고산2-21) (봉덕동) / 1270-67번지",0407,0780,69,20109001495,남구 봉덕동 1270-67 번지,U,지하누수,01,공도,,01,자체,01,주간,03,25,10,부분기대,0501,부분기대,02,부식,1,누수,01,소켓,2,1/2,3,14,1,326,"8,497",,"374,300",N
200801015,51000,중남부사업소,,,,,,200812190900,200812191400,200812191800,분기점폐쇄,N,남구,남구 고산2길 5-65 (봉덕동) / 1270-61번지,0407,0780,1273,20089013518,남구 봉덕동1270-61 번지,U,지하누수,01,공도,,01,자체,01,주간,01,15,13,불용관,0801,불용관,13,불용관,1,누수,01,소켓,3,1/3,4,355,0,"2,556","2,628",,"442,090",N
0701324,51000,중남부사업소,,,05,급수관,,200705210900,,,분기대 교체,N,남구,남구 고산2길 5-70 (봉덕동) / 1270-86번지,0407,0780,554,20079007619,봉덕2동 1270-86번지선 누수수선공사,U,지하누수,01,공도,,02,용역,01,주간,01,15,10,부분기대,0801,불용관,02,부식,1,누수,02,반도,3,1/3,,141,0,"1,455","2,312",,,N
201003198,51000,중남부사업소,,,05,급수관,201005120197,201005122105,201005130900,201005131100,STS D=15mm 접합부 누수수선,N,남구,"남구 고산2길 57-13, (고산2-147) (봉덕동) / 1170-60번지",0407,0780,586,20109005349,남구 봉덕동 1170-60 번지,U,지하누수,01,공도,,01,자체,01,주간,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,01,소켓,2,1/2,3,133,0,"1,245","3,416",,"486,050",N
201102443,51000,중남부사업소,,,05,급수관,201103220016,201103220846,201103220900,201103221050,EPS D=50×15mm 분기점 누수수선,N,남구,남구 고산2길 57-3 (봉덕동) / 1170-51번지,0407,0780,593,20119003685,남구 봉덕동 1170-51 번지,U,지하누수,01,공도,,01,자체,02,야간,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,02,반도,3,1/3,4,80,0,941,"4,292",0,"144,810",N
201306168,51000,중남부사업소,,,05,급수관,201310080018,201310080903,201310090920,201310091120,D50*15분기점수선,N,남구,남구 고산2길 57-3 (봉덕동) / 1170-51번지,0407,0780,1144,20139012091,남구 고산2길 57-3 (봉덕동) / 1170-51번지,U,지하누수,01,공도,,02,용역,,,01,15,06,스텐레스관,0201,이형관,02,부식,1,누수,01,소켓,5,1/7,4,281,0,877,568,0,"439,710",N
201306167,51000,중남부사업소,,,05,급수관,201310080014,201310080902,201310080930,201310081130,D50*15분기점수선,N,남구,남구 고산2길 5-84 (봉덕동) / 1270-79번지,0407,0780,1143,20139012090,남구 고산2길 5-84 (봉덕동) / 1270-79번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,02,반도,5,1/7,4,281,0,"1,416",917,0,"295,580",N
201306101,51000,중남부사업소,,,05,급수관,201310180056,201310181008,201310181040,201310181240,D80*15 분기점 수선,N,남구,남구 고산2길 60-44 (봉덕동) / 1180-5번지,0407,0780,1178,20139012000,남구 고산2길 60-44 (봉덕동) / 1180-5번지,U,지하누수,01,공도,,01,자체,01,주간,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,02,반도,4,1/5,4,291,0,"2,025","1,267",0,"268,650",N
201306113,51000,중남부사업소,,,05,급수관,201310210038,201310210916,201310211000,201310211200,D80*15구분기점수선,N,남구,남구 고산2길 60-46 (봉덕동) / 1180-6번지,0407,0780,1187,20139012012,남구 고산2길 60-46 (봉덕동) / 1180-6번지,U,지하누수,01,공도,,01,자체,01,주간,01,15,07,아연도강관,0101,직관,99,기타,1,누수,04,직관,2,1/2,4,294,1,"10,513","6,508",0,"480,320",N
201106709,51000,중남부사업소,,,05,급수관,201109070036,201109070935,201109071015,201109071350,EPS D=50×15mm 분기점 누수수선 및D=15mm 계량기통 교체수선,N,남구,"남구 고산2길 63-14, 통3반(고산2-77) (봉덕동) / 1170-104번지",0407,0780,1416,20119011247,남구 봉덕동 1170-104 번지,U,지하누수,01,공도,,01,자체,01,주간,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,01,소켓,3,1/3,4,250,0,"1,800","2,628",0,"889,794",N
201306169,51000,중남부사업소,,,05,급수관,201310080019,201310080905,201310081400,201310081600,D15접합부누수수선,N,남구,남구 고산2길 67-4 (봉덕동) / 1170-119번지,0407,0780,1145,20139012092,남구 고산2길 67-4 (봉덕동) / 1170-119번지,U,지하누수,01,공도,,02,용역,,,01,15,06,스텐레스관,0201,이형관,02,부식,1,누수,01,소켓,5,1/7,4,281,0,877,568,0,"319,330",N
201204318,51000,중남부사업소,,,05,급수관,201207250007,201207250826,201207250900,201207251200,EPS D=50*15mm 구분기점 직관처리,N,남구,남구 고산2길 77-4 (봉덕동) / 1170-157번지,0407,0780,832,20129008409,남구 고산2길 77-4 (봉덕동) / 1170-157번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,01,소켓,4,1/5,3,208,0,749,655,0,"247,320",N
9904922,51000,중남부사업소,,,05,급수관,,20040316140000,,,티이교체,N,남구,남구 고산2길 77-7 (봉덕동) / 1170-136번지,0407,0780,,20045100004922,남구 봉덕2동 1170-136번지선 누수수선공사,U,지하누수,,,,,,,,01,15,99,,9999,,99,기타,1,누수,,,5,1/7,,75,0,324,"1,253",,,
9904894,51000,중남부사업소,,,05,급수관,,20040224120000,,,분기대 교체,N,남구,남구 고산2길 84 (봉덕동) / 1195-3번지,0407,0780,,20045100004894,남구 봉덕3동1195-3번지선 누수수선공사,U,지하누수,,,,,,,,01,15,99,,9999,,99,기타,1,누수,,,5,1/7,,55,0,238,"1,339",,,
201107433,51000,중남부사업소,,,04,배수지관,201111230271,201111231611,201111231630,201111231840,PFP D=40mm 접합부 수선,N,남구,"남구 고산4길 3, 삼선씽크(고산4-1) (봉덕동) / 1185번지",0407,0780,1773,20119012818,남구 봉덕동 1185 번지,U,지하누수,01,공도,,02,용역,,,05,40,05,PFP관,0101,직관,02,부식,1,누수,01,소켓,5,1/7,4,326,1,"5,555","6,220",0,"377,850",N
201401367,51000,중남부사업소,,,05,급수관,201402060020,201402060930,201402070900,201402071100,D50*15분기수선,N,남구,남구 고산4길 37-1 (봉덕동) / 1270-38번지,0407,0780,124,20149002660,남구 고산4길 37-1 (봉덕동) / 1270-38번지,U,지하누수,01,공도,,01,자체,02,야간,01,15,99,기타,9901,기타,02,부식,1,누수,04,직관,2,1/2,4,38,1,"1,359","6,508",0,"353,410",N
201400981,51000,중남부사업소,,,05,급수관,201401080008,201401080910,201401080940,201401081140,D50*15(T)수선 및 철개입상,N,남구,남구 고산4길 37-3 (봉덕동) / 1270-112번지,0407,0780,29,20149001908,남구 고산4길 37-3 (봉덕동) / 1270-112번지,U,지하누수,01,공도,,01,자체,02,야간,01,15,06,스텐레스관,0201,이형관,02,부식,1,누수,01,소켓,4,1/5,4,8,0,35,786,0,"763,950",N
0701276,51000,중남부사업소,,,05,급수관,,200705010900,,,분기점 폐쇄,N,남구,남구 골안길 101-8 (대명동) / 1533-3번지,0735,0670,427,20079007519,대명11동 1533-3번지선 누수수선공사,U,지하누수,01,공도,,02,용역,01,주간,01,15,07,아연도강관,0801,불용관,13,불용관,1,누수,02,반도,4,1/5,,121,0,726,"1,464",,,N
201103998,51000,중남부사업소,,,05,급수관,201105020403,201105021509,201105021535,201105021710,"DTC D=80×15mm 분기대 누수수선 및 구,분기점 폐쇄",N,남구,남구 골안길 144 (대명동) / 1564-8번지,0735,0670,811,20119006438,남구 대명동 1564-8 번지,U,지하누수,01,공도,2011,01,자체,02,야간,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,02,반도,7,1/4,4,122,0,"1,083","3,241",0,"458,510",N
201004172,51000,중남부사업소,,,04,배수지관,201006080070,201006081010,201006081030,201006081200,EPS D=50×15mm 접합부 누수수선,N,남구,남구 골안길 159 (대명동) / 1549-27번지,0735,0670,687,20109006885,남구 대명동 1549-27 번지,U,지하누수,01,공도,,02,용역,,,01,15,11,접합부속,0303,나사,02,부식,1,누수,01,소켓,7,1/4,3,159,0,725,"1,664",,"863,410",N
9909829,51000,중남부사업소,,,05,급수관,,,,,분기점 폐쇄,N,남구,남구 골안길 166 (대명동) / 1567-2번지,0735,0670,,00005100009829,대명6동 1567-2번지선 누수수선공사,U,지하누수,,,,,,,,03,25,07,,0901,,01,노후,1,누수,,,5,1/7,,158,1,"2,996","3,925",,,
9909623,51000,중남부사업소,,,05,급수관,,,,,분기점 수선,N,남구,남구 골안길 19 (대명동) / 1202-3번지,0735,0590,,00005100009623,대명6동 1202-3번지선 누수수선공사,U,지하누수,,,,,,,,01,15,06,,0901,,01,노후,1,누수,,,6,1/10,,144,0,346,530,,,
201204482,51000,중남부사업소,,,04,배수지관,201207180018,201207180919,201207180920,201207181430,DTC D=100mm 구분기점 수선,N,남구,"남구 골안길 23 (대명동,킴스헤어샵) / 1203-2번지",0735,0590,810,20129008582,"남구 골안길 23 (대명동,킴스헤어샵) / 1203-2번지",U,지하누수,01,공도,,02,용역,,,02,20,10,부분기대,0501,부분기대,02,부식,1,누수,02,반도,5,1/7,3,199,0,"2,340","2,140",1,"1,250,080",N
201204333,51000,중남부사업소,,,04,배수지관,201207130040,201207131045,201207131100,201207131330,DTC D=80*15mm 구분기점 폐쇄,N,남구,"남구 골안길 33-17 (대명동,상아그린빌) / 1432-1번지",0735,0590,792,20129008424,"남구 골안길 33-17 (대명동,상아그린빌) / 1432-1번지",U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,01,소켓,5,1/7,3,194,0,512,480,0,"373,320",N
201206712,51000,중남부사업소,,,05,급수관,201211220084,201211221031,201211221430,201211221630,STS D=15mm 직관부 수선,N,남구,남구 골안길 33-27 (대명동) / 1432-8번지,0735,0590,1338,20129012944,남구 골안길 33-27 (대명동) / 1432-8번지,U,지하누수,02,사유지,,02,용역,,,01,15,06,스텐레스관,0101,직관,02,부식,1,누수,04,직관,5,1/7,3,326,0,"2,895","1,616",0,"250,240",N
201204307,51000,중남부사업소,,,03,배수본관,201207100135,201207101323,201207101400,201207101800,DTC D=100*15mm 구분기점 폐쇄,N,남구,"남구 골안길 9 (대명동,성명세탁소) / 1114-13번지",0735,0590,781,20129008398,"남구 골안길 9 (대명동,성명세탁소) / 1114-13번지",U,지하누수,01,공도,,02,용역,,,01,15,03,회주철관,0101,직관,99,기타,1,누수,01,소켓,4,1/5,3,193,0,695,655,0,"449,010",N
0803195,51000,중남부사업소,,,05,급수관,,200804080900,,,분기점 폐쇄,N,남구,남구 관문시장1길 16-6 (대명동) / 1132-9번지,0735,0570,298,20089006281,대명11동 1132-9번지선 누수수선공사,U,지하누수,01,공도,,02,용역,01,주간,01,15,07,아연도강관,0801,불용관,13,불용관,1,누수,,,,,,99,3,"6,154","16,535",,,N
0801580,51000,중남부사업소,,,05,급수관,,200801280900,,,접합부 수선,N,남구,남구 관문시장1길 16-8 (대명동) / 1132-10번지,0735,0570,82,20089003005,대명11동 1132-10번지선 누수수선공사,U,지하누수,01,공도,,01,자체,01,주간,,,06,스텐레스관,0303,나사,01,노후,1,누수,01,소켓,5,1/7,,29,0,188,"2,177",,,N
201204024,51000,중남부사업소,,,04,배수지관,201206250359,201206251538,201206251600,201206251700,D=15mm 계량기전후 후크너트 수선,N,남구,남구 관문시장1길 73-3 (대명동) / 1170-8번지,0735,0570,726,20129007587,남구 관문시장1길 73-3 (대명동) / 1170-8번지,U,지하누수,01,공도,,02,용역,,,08,100,09,변류,0401,본체,99,기타,1,누수,04,직관,10,1/500,3,176,0,"1,140","1,179",,"56,200",N
0803199,51000,중남부사업소,,,05,급수관,,200804120900,,,분기점 폐쇄,N,남구,남구 관문시장1길 75 (대명동) / 1170-12번지,0735,0570,318,20089006288,대명11동 1170-12번지선 누수수선공사,U,지하누수,01,공도,,02,용역,01,주간,01,15,07,아연도강관,0801,불용관,13,불용관,1,누수,,,,,,103,4,"11,025","28,044",,,N
0803194,51000,중남부사업소,,,0,,,200804080900,,,분기점 폐쇄,N,남구,남구 관문시장2길 43 (대명동) / 1160번지,0735,0570,297,20089006279,대명11동 1160번지선 누수수선공사,U,지하누수,01,공도,,02,용역,01,주간,01,15,07,아연도강관,0801,불용관,13,불용관,1,누수,,,,,,99,2,"5,512","14,811",,,N
0803137,51000,중남부사업소,,,05,급수관,,200803270900,,,분기점 수선,N,남구,남구 관문시장2길 43 (대명동) / 1160번지,0735,0570,246,20089006169,대명11동 1160(채소가게)번지선 누수수선공사,U,지하누수,01,공도,,01,자체,01,주간,01,15,07,아연도강관,0901,분기점,02,부식,1,누수,,,,,,97,5,"11,640","32,160",,,N
0803148,51000,중남부사업소,,,05,급수관,,200803180900,,,분기점 수선,N,남구,남구 관문시장2길 43 (대명동) / 1160번지,0735,0570,220,20089006195,대명11동 1160번지선 누수수선공사,U,지하누수,01,공도,,02,용역,01,주간,01,15,06,스텐레스관,0901,분기점,01,노후,1,누수,,,,,,78,1,"1,722","6,337",,,N
0803149,51000,중남부사업소,,,0,,,200803180900,,,분기점 수선,N,남구,남구 관문시장2길 43 (대명동) / 1160번지,0735,0570,221,20089006196,대명11동 1160번지선 누수수선공사,U,지하누수,01,공도,,02,용역,01,주간,01,15,06,스텐레스관,0901,분기점,01,노후,1,누수,,,,,,79,1,"2,351","8,511",,,N
0803150,51000,중남부사업소,,,0,,,200803180900,,,직관부 수선,N,남구,남구 관문시장2길 43 (대명동) / 1160번지,0735,0570,222,20089006197,대명11동 1160번지선 누수수수선공사,U,지하누수,01,공도,,02,용역,01,주간,03,25,07,아연도강관,0101,직관,01,노후,1,누수,,,,,,79,1,"2,503","9,060",,,N
