repair_id,복구타입,위도,경도,sply_ls_count,valve_count,fire_count,total_infra
0,지상누수,35.8946241,128.6021673,19,4,0,23
1,지하누수,35.8947912,128.6023991,10,0,0,10
2,지상누수,35.8963622,128.6108785,15,1,0,16
3,지상누수,35.8960729,128.6121391,12,7,0,19
4,지상누수,35.897053,128.6060654,14,2,0,16
5,지상누수,35.8947157,128.6090842,14,3,0,17
6,지하누수,35.8915603,128.596439,13,0,0,13
7,지하누수,35.8915342,128.5965834,11,0,0,11
8,지하누수,35.8929799,128.5973392,7,2,0,9
9,지상누수,35.895108,128.6111366,11,4,0,15
10,지상누수,35.895344,128.6100321,16,0,0,16
11,지하누수,35.8929004,128.597316,11,2,0,13
12,지상누수,35.892652,128.6068654,11,0,0,11
13,지하누수,35.8959196,128.6054125,8,8,0,16
14,지상누수,35.8953002,128.6077841,15,5,0,20
15,지상누수,35.8900177,128.6000401,0,0,0,0
16,지상누수,35.894826,128.6093499,10,7,0,17
17,지하누수,35.8957562,128.6004581,18,7,1,26
18,지하누수,35.897234,128.6011778,19,7,0,26
19,지하누수,35.8969617,128.6013846,20,8,0,28
20,지하누수,35.8963338,128.5998717,15,5,0,20
21,지하누수,35.8960005,128.6017319,16,1,0,17
22,지하누수,35.894353,128.6110253,5,0,0,5
23,지하누수,35.8958723,128.6120701,14,5,0,19
24,지상누수,35.8929585,128.6094276,7,1,0,8
25,지하누수,35.8948463,128.6092167,12,8,0,20
26,지상누수,35.8956355,128.6073607,15,4,0,19
27,지하누수,35.8963653,128.6000976,16,5,0,21
28,지하누수,35.8948747,128.6014267,18,11,1,30
29,지상누수,35.8899151,128.601287,12,0,0,12
30,지하누수,35.8926445,128.6060532,15,6,0,21
31,지상누수,35.8955536,128.6113662,9,6,0,15
32,지상누수,35.893374,128.5992472,7,0,0,7
33,지하누수,35.8975146,128.6045759,17,3,1,21
34,지하누수,35.8974681,128.5989688,11,4,0,15
35,지하누수,35.8947381,128.6019531,14,1,0,15
36,지상누수,35.8935192,128.5982447,18,5,0,23
37,지상누수,35.8971881,128.5999924,15,4,0,19
38,지하누수,35.895782,128.6105861,13,0,0,13
39,지하누수,35.896141,128.6122561,9,3,0,12
40,지하누수,35.8936404,128.6103236,4,3,0,7
41,지하누수,35.8961417,128.602339,13,2,0,15
42,지하누수,35.8946495,128.6017077,18,1,0,19
43,지하누수,35.8944146,128.6019027,12,2,0,14
44,지상누수,35.8966487,128.6079187,16,3,1,20
45,지상누수,35.8921902,128.5974082,14,1,0,15
46,지하누수,35.8938663,128.6102529,9,2,0,11
47,지하누수,35.8962259,128.6025329,17,2,0,19
48,지하누수,35.8970944,128.6024783,14,4,0,18
49,지하누수,35.897478,128.6044319,11,1,1,13
50,지상누수,35.8960952,128.6100066,14,0,0,14
51,지상누수,35.8948146,128.609921,11,2,1,14
52,지상누수,35.8943617,128.5993061,10,4,0,14
53,지상누수,35.8948698,128.6010136,15,3,1,19
54,지상누수,35.8975146,128.6045759,17,3,1,21
55,지하누수,35.8936833,128.5991138,11,0,0,11
56,지하누수,35.8968842,128.5999283,8,8,1,17
57,지하누수,35.8962166,128.6000401,17,2,0,19
58,지하누수,35.8947758,128.6046433,10,12,0,22
59,지상누수,35.8957106,128.6087856,14,0,0,14
60,지상누수,35.8948747,128.6014267,18,11,1,30
61,지상누수,35.8948747,128.6014267,18,11,1,30
62,지하누수,35.8932193,128.6093998,12,0,0,12
63,지상누수,35.8965185,128.6077883,16,5,1,22
64,지상누수,35.8965185,128.6077883,16,5,1,22
65,지하누수,35.897853,128.5987658,6,2,0,8
66,지하누수,35.897853,128.5987658,6,2,0,8
67,지상누수,35.8938663,128.6102529,9,2,0,11
68,지상누수,35.8902805,128.6040445,18,0,0,18
69,지상누수,35.8975383,128.6066399,15,9,0,24
70,지상누수,35.8968513,128.6079403,12,0,1,13
71,지상누수,35.901451,128.6043367,0,1,0,1
72,지하누수,35.8938925,128.6104273,7,2,1,10
73,지상누수,35.8982773,128.6052341,17,1,0,18
74,지하누수,35.8962259,128.6025329,17,2,0,19
75,지상누수,35.890979,128.6032946,16,5,0,21
76,지상누수,35.8952327,128.6046783,12,3,0,15
77,지상누수,35.8912764,128.5969392,10,0,0,10
78,지하누수,35.8976825,128.6045625,18,0,0,18
79,지상누수,35.8932193,128.6093998,12,0,0,12
80,지상누수,35.8966337,128.6042461,14,0,0,14
81,지하누수,35.8970944,128.6024783,14,4,0,18
82,지하누수,35.8965898,128.6016523,8,7,0,15
83,지하누수,35.8962741,128.598792,15,1,0,16
