긴급복구공사일련번호,담당부서ID,담당부서명,용수구분,용수구분명,용도구분,용도구분명,민원접수번호,접수일시,작업시작일시,작업종류일시,공사개요,구 구분코드,구군,주소,중구역번호,소구역번호,지시번호,공사일련번호,공사명,복구공사구분코드,복구공사구분,공사유형코드,공사유형코드명,살수량,총공사비,위도,경도,작업일시
201103357,54000,북부사업소,,,,,201104280060.0,201104280950.0,201104280950.0,201104281100.0,확인결과 옥내선,B,북구,북구 산격로8길 15-1 (산격동) / 1409-70번지,520.0,490.0,589.0,20119005208,북구 산격동 1409-70 번지,E,기타공사,1.0,미누수,,,35.8938686,128.6070015,2011-04-28 09:50:00
201103358,54000,북부사업소,,,,,201104280176.0,201104281317.0,201104281317.0,201104281430.0,확인결과 미누수,B,북구,북구 산격로6길 14 (산격동) / 1414-76번지,520.0,490.0,591.0,20119005209,북구 산격동 1414-76 번지,E,기타공사,1.0,미누수,,,35.8924384,128.6066901,2011-04-28 13:17:00
201201975,54000,북부사업소,,,,,201203130232.0,201203131721.0,201203131721.0,201203131835.0,확인결과 미누수,B,북구,"북구 대학로 83, 지하DVD (산격동) / 1341-2번지",520.0,490.0,284.0,20129003471,북구 산격동 1341-2 번지,E,기타공사,1.0,미누수,,,35.8927745,128.6092027,2012-03-13 17:21:00
201200512,54000,북부사업소,,,,,201112290454.0,201112291703.0,201112291703.0,201112291830.0,확인결과 미누수,B,북구,"북구 산격로 7, 카젠 (산격동) / 1433-58번지",520.0,470.0,1428.0,20129000712,북구 산격동 1433-58 번지,E,기타공사,1.0,미누수,,,35.891192,128.6050644,2011-12-29 17:03:00
201203145,54000,북부사업소,,,,,201205040040.0,201205040945.0,201205040945.0,201205041210.0,D150*15mm 분기점 수선,B,북구,"북구 대동로 8 (산격동,아가네의상실) / 1241-12번지",513.0,10.0,454.0,20129006204,"북구 대동로 8 (산격동,아가네의상실) / 1241-12번지",E,기타공사,1.0,미누수,,,35.8980021,128.6077981,2012-05-04 09:45:00
201203151,54000,북부사업소,,,,,201205190002.0,201205190816.0,,201205190842.0,"현장확인결과 누수없으며, 수용가 정상출수됨(영남)",B,북구,북구 연암공원로 87 (산격동) / 1183-55번지,513.0,10.0,495.0,20129006212,북구 연암공원로 87 (산격동) / 1183-55번지,E,기타공사,1.0,미누수,,,35.897901,128.6010927,2012-05-19 08:16:00
201103352,54000,북부사업소,,,,,201104200146.0,201104201129.0,201104201129.0,201104201230.0,확인결과 미누수,B,북구,북구 산격로 8 (산격동) / 1418-6번지,520.0,490.0,568.0,20119005203,북구 산격동 1418-6 번지,E,기타공사,1.0,미누수,,,35.8913008,128.6053531,2011-04-20 11:29:00
201103361,54000,북부사업소,,,,,201104080056.0,201104081000.0,201104081000.0,201104081100.0,확인결과 미누수,B,북구,"북구 연암공원로32길 54, 영남마트 (산격동) / 1222-41번지",520.0,490.0,529.0,20119005212,북구 산격동 1222-41 번지,E,기타공사,1.0,미누수,,,35.8980429,128.6054633,2011-04-08 10:00:00
201200486,54000,북부사업소,,,,,201112200074.0,201112201013.0,201112201013.0,201112201130.0,확인결과 미누수,B,북구,북구 산격로14길 29-1 (산격동) / 1310-21번지,520.0,480.0,1356.0,20129000685,북구 산격동 1310-21 번지,E,기타공사,1.0,미누수,,,35.8961499,128.608525,2011-12-20 10:13:00
201200457,54000,북부사업소,,,,,201111220006.0,201111220847.0,201111220847.0,201111221000.0,확인결과 옥내선,B,북구,"북구 연암공원로8길 7, 로얄하이츠C동 201호 (산격동) / 1126-17번지",520.0,461.0,1233.0,20129000655,북구 산격동 1126-17 번지,E,기타공사,1.0,미누수,,,35.8939193,128.5991765,2011-11-22 08:47:00
201200484,54000,북부사업소,,,,,201112190040.0,201112190934.0,201112190934.0,201112191100.0,확인결과 하수도.,B,북구,북구 산격로13길 28 (산격동) / 1185-27번지,520.0,243.0,1348.0,20129000683,북구 산격동 1185-27 번지,E,기타공사,1.0,미누수,,,35.897379,128.6022512,2011-12-19 09:34:00
201106352,54000,북부사업소,,,,,201109190427.0,201109191621.0,201109191621.0,201109191730.0,확인결과 하수도,B,북구,북구 대학로13길 20 (산격동) / 1397-42번지,520.0,490.0,1042.0,20119010886,북구 산격동 1397-42 번지,E,기타공사,1.0,미누수,,,35.8934052,128.6077535,2011-09-19 16:21:00
201106360,54000,북부사업소,,,,,201109300331.0,201109301536.0,201109301536.0,201109301700.0,확인결과 미누수,B,북구,"북구 대학로 53-1, 영진소파 (산격동) / 1417-13번지",520.0,490.0,1079.0,20119010895,북구 산격동 1417-13 번지,E,기타공사,1.0,미누수,,,35.8913156,128.606595,2011-09-30 15:36:00
201202009,54000,북부사업소,,,,,201203260014.0,201203260902.0,201203260902.0,201203261035.0,확인결과 옥내선누수,B,북구,북구 연암공원로14길 13 (산격동) / 1163-29번지,520.0,243.0,326.0,20129003522,북구 산격동 1163-29 번지,E,기타공사,1.0,미누수,,,35.8965918,128.6013299,2012-03-26 09:02:00
201201276,54000,북부사업소,,,,,201202100125.0,201202101247.0,201202101247.0,201202101400.0,확인결과 하수도,B,북구,"북구 대구체육관로 10, 한빛인테리어 (산격동) / 1442-49번지",520.0,580.0,154.0,20129002309,북구 산격동 1442-49 번지,E,기타공사,1.0,미누수,0.0,"24,320",35.8904244,128.6012719,2012-02-10 12:47:00
201200508,54000,북부사업소,,,,,201112290016.0,201112290917.0,201112290917.0,201112291030.0,확인결과 미누수,B,북구,북구 대학로25길 27 (산격동) / 1312-1번지,520.0,480.0,1418.0,20129000708,북구 산격동 1312-1 번지,E,기타공사,1.0,미누수,,,35.8954107,128.6092375,2011-12-29 09:17:00
201201302,54000,북부사업소,,,,,201202230180.0,201202231156.0,201202231156.0,201202231310.0,확인결과 하수도,B,북구,북구 대학로13길 20-1 (산격동) / 1397-39번지,520.0,490.0,199.0,20129002349,북구 산격동 1397-39 번지,E,기타공사,1.0,미누수,0.0,"43,940",35.8933795,128.6078768,2012-02-23 11:56:00
201201973,54000,북부사업소,,,,,201203130035.0,201203130958.0,201203130958.0,201203131110.0,확인결과 하수도,B,북구,"북구 연암로 42, 경북도청정문 (산격동) / 1009-13번지",520.0,461.0,281.0,20129003469,북구 산격동 1009-13 번지,E,기타공사,1.0,미누수,,,35.8908911,128.5987649,2012-03-13 09:58:00
201203147,54000,북부사업소,,,,,201205090353.0,201205092026.0,201205101200.0,201205101330.0,확인결과 미누수,B,북구,북구 산격로1길 30 (산격동) / 1497-4번지,513.0,10.0,468.0,20129006207,북구 산격로1길 30 (산격동) / 1497-4번지,E,기타공사,1.0,미누수,,,35.8911947,128.6034905,2012-05-09 20:26:00
201201331,54000,북부사업소,,,,,201202070111.0,201202071017.0,201202071017.0,201202071130.0,확인결과 옥내선,B,북구,북구 대학로15길 7-1 (산격동) / 1397-11번지,513.0,10.0,144.0,20129002397,북구 산격동 1397-11 번지,E,기타공사,1.0,미누수,0.0,0,35.8927036,128.6079642,2012-02-07 10:17:00
201202012,54000,북부사업소,,,,,201203270011.0,201203270849.0,,201203270955.0,취소 (010-9383-3027),B,북구,북구 대학로23길 19-6 (산격동) / 1327-33번지,520.0,490.0,331.0,20129003525,북구 산격동 1327-33 번지,E,기타공사,1.0,미누수,,,35.8939851,128.6100777,2012-03-27 08:49:00
201202064,54000,북부사업소,,,5.0,급수관,,201203200900.0,,,D=50 관보온공,B,북구,북구 산격동 1395-9,513.0,10.0,315.0,20129003646,북구 산격동1395-9 번지,E,기타공사,3.0,배수관망유지수선,,"95,890",35.8899489,128.6025001,2012-03-20 09:00:00
201200379,54000,북부사업소,,,,,201112220181.0,201112221421.0,201112221421.0,201112221630.0,터파기결과 미누수,B,북구,북구 산격동 1314-55 윈고시텔,520.0,490.0,1370.0,20129000517,북구 산격동 1314-55 번지,E,기타공사,1.0,미누수,,"189,760",35.894484,128.6087472,2011-12-22 14:21:00
201200463,54000,북부사업소,,,,,201112050083.0,201112050948.0,201112050948.0,201112051100.0,확인결과 하수도,B,북구,북구 연암공원로13길 12-3 (산격동) / 1180-131번지,520.0,461.0,1274.0,20129000661,북구 산격동 1180-131 번지,E,기타공사,1.0,미누수,,,35.8969092,128.5987512,2011-12-05 09:48:00
201201320,54000,북부사업소,,,,,201202030233.0,201202031136.0,201202031136.0,201202031300.0,확인결과 옥내선,B,북구,"북구 대구체육관로12길 26, 노블힐즈 (산격동) / 1490-7번지",513.0,10.0,123.0,20129002386,북구 산격동 1490-7 번지,E,기타공사,1.0,미누수,0.0,0,35.8913997,128.6043448,2012-02-03 11:36:00
201200932,54000,북부사업소,,,5.0,급수관,201201250256.0,201201251327.0,201201251327.0,201201251430.0,확인결과 하수도,B,북구,북구 연암공원로8길 3-6 (산격동) / 1126-1번지,520.0,461.0,87.0,20129001510,북구 산격동 1126-1 번지,E,기타공사,99.0,기타,0.0,0,35.8943401,128.5988184,2012-01-25 13:27:00
201200473,54000,북부사업소,,,,,201112130015.0,201112130808.0,201112130808.0,201112130930.0,확인결과 미누수,B,북구,북구 연암공원로 22-53 (산격동) / 1097-2번지,520.0,461.0,1313.0,20129000672,북구 산격동 1097-2 번지,E,기타공사,1.0,미누수,,,35.8923529,128.5980818,2011-12-13 08:08:00
201201349,54000,북부사업소,,,,,201202220075.0,201202221031.0,201202221031.0,201202221200.0,확인결과 하수도,B,북구,북구 산격로11길 29 (산격동) / 1434-28번지,513.0,10.0,194.0,20129002415,북구 산격동 1434-28 번지,E,기타공사,1.0,미누수,0.0,0,35.8957469,128.6019636,2012-02-22 10:31:00
201200478,54000,북부사업소,,,,,201112140030.0,201112140936.0,201112140936.0,201112141030.0,확인결과 미누수,B,북구,북구 대학로9길 38-2 (산격동) / 1409-29번지,520.0,490.0,1326.0,20129000677,북구 산격동 1409-29 번지,E,기타공사,1.0,미누수,,,35.8942042,128.6062323,2011-12-14 09:36:00
201200456,54000,북부사업소,,,,,201111220003.0,201111220752.0,201111220752.0,201111220900.0,확인결과 옥내선,B,북구,북구 산격로 32-2 (산격동) / 1413-9번지,520.0,490.0,1232.0,20129000654,북구 산격동 1413-9 번지,E,기타공사,1.0,미누수,,,35.8932952,128.6055758,2011-11-22 07:52:00
201200386,54000,북부사업소,,,,,201112250010.0,201112251329.0,201112251329.0,201112251530.0,터파기결과 하수도,B,북구,북구 연암공원로32길 64-58 (산격동) / 1193번지,520.0,243.0,1386.0,20129000526,북구 산격동 1193 번지,E,기타공사,1.0,미누수,,"86,160",35.8976416,128.6036774,2011-12-25 13:29:00
201200438,54000,북부사업소,,,,,201111030089.0,201111031020.0,201111031020.0,201111031230.0,미누수,B,북구,북구 연암공원로11길 3-20 (산격동) / 1166-4번지,513.0,10.0,1170.0,20129000636,북구 산격동 1166-4 번지,E,기타공사,1.0,미누수,,,35.8962741,128.598792,2011-11-03 10:20:00
201200475,54000,북부사업소,,,,,201112140002.0,201112140715.0,201112140715.0,201112140830.0,확인결과 미누수,B,북구,"북구 산격로10길 45, 왕중손짜장942-0637 (산격동) / 1307-66번지",520.0,490.0,1320.0,20129000674,북구 산격동 1307-66 번지,E,기타공사,1.0,미누수,,,35.8950004,128.6102705,2011-12-14 07:15:00
201202533,54000,북부사업소,,,,,201204170100.0,201204171127.0,201204171127.0,201204171245.0,확인결과 미누수(옥내탐사 의뢰),B,북구,북구 산격로10길 35-3 (산격동) / 1312-69번지,513.0,10.0,399.0,20129004864,북구 산격로10길 35-3 (산격동) / 1312-69번지,E,기타공사,1.0,미누수,0.0,0,35.8951696,128.6090785,2012-04-17 11:27:00
201200920,54000,북부사업소,,,5.0,급수관,201201160087.0,201201161101.0,201201161101.0,201201161230.0,확인결과 미누수,B,북구,"북구 대동로 26, 동방씽크 (산격동) / 1253-5번지",521.0,270.0,62.0,20129001498,북구 산격동 1253-5 번지,E,기타공사,99.0,기타,0.0,0,35.8973096,128.6094513,2012-01-16 11:01:00
201205379,54000,북부사업소,,,,,201209250014.0,201209250906.0,201209251000.0,201209251030.0,확인결과 지표수,B,북구,"북구 대학로15길 31-1 (산격동,대전전업사) / 1326번지",513.0,10.0,801.0,20129010284,"북구 대학로15길 31-1 (산격동,대전전업사) / 1326번지",E,기타공사,1.0,미누수,,,35.8948668,128.6081383,2012-09-25 09:06:00
201206235,54000,북부사업소,,,,,,201209190900.0,,,출동비 정산 41개소,B,북구,북구 산격로14길 50-2 (산격동) / 1306-27번지,513.0,10.0,787.0,20129011924,북구 산격로14길 50-2 (산격동) / 1306-27번지,E,기타공사,1.0,미누수,,"905,990",35.8958366,128.6107121,2012-09-19 09:00:00
201206149,54000,북부사업소,,,,,201210260140.0,201210261226.0,201210261226.0,201210261450.0,D15mm 접합부 수선,B,북구,북구 산격로6길 8-3 (산격동) / 1414-87번지,520.0,490.0,909.0,20129011829,북구 산격로6길 8-3 (산격동) / 1414-87번지,E,기타공사,1.0,미누수,0.0,0,35.8924229,128.6061559,2012-10-26 12:26:00
201205312,54000,북부사업소,,,,,201209100234.0,201209101546.0,201209101600.0,201209101620.0,미누수,B,북구,북구 대구체육관로11길 25 (산격동) / 1426-35번지,513.0,10.0,767.0,20129010165,북구 대구체육관로11길 25 (산격동) / 1426-35번지,E,기타공사,1.0,미누수,,,35.8937318,128.6044382,2012-09-10 15:46:00
201205319,54000,북부사업소,,,,,201209180180.0,201209181441.0,201209181510.0,201209181730.0,D200*40 분기점 폐쇄,B,북구,북구 산격로13길 35-9 (산격동) / 1186-21번지,513.0,10.0,785.0,20129010172,북구 산격로13길 35-9 (산격동) / 1186-21번지,E,기타공사,1.0,미누수,,,35.8972616,128.6015956,2012-09-18 14:41:00
201205103,54000,북부사업소,,,,,201208250033.0,201208251328.0,201208251400.0,201208251420.0,미누수(지하수),B,북구,"북구 산격로10길 22 (산격동,애플피자) / 1326-8번지",513.0,10.0,721.0,20129009738,"북구 산격로10길 22 (산격동,애플피자) / 1326-8번지",E,기타공사,1.0,미누수,,,35.8948476,128.6077659,2012-08-25 13:28:00
201301548,54000,북부사업소,,,5.0,급수관,,201301290900.0,,,출동 29개소,B,북구,북구 대동로8길 21-5 (산격동) / 1249-16번지,520.0,480.0,141.0,20139002541,북구 대동로8길 21-5 (산격동) / 1249-16번지,E,기타공사,99.0,기타,,"719,810",35.8963146,128.6087015,2013-01-29 09:00:00
201400837,54000,북부사업소,,,,,201401170003.0,201401170735.0,201401170735.0,201401170910.0, 터파기결과 하수도,B,북구,북구 대동로 20 (산격동) / 1253-3번지,520.0,480.0,72.0,20149001734,북구 대동로 20 (산격동) / 1253-3번지,E,기타공사,1.0,미누수,,"68,630",35.8975072,128.6089707,2014-01-17 07:35:00
201400442,54000,북부사업소,,,,,201312260012.0,201312260900.0,201312260900.0,201312261040.0,터파기 확인결과 미누수,B,북구,북구 연암공원로 66-20 (산격동) / 1163-3번지,520.0,461.0,1284.0,20149000758,북구 연암공원로 66-20 (산격동) / 1163-3번지,E,기타공사,1.0,미누수,,"33,810",35.8961112,128.6001309,2013-12-26 09:00:00
201401431,54000,북부사업소,,,5.0,급수관,,201402040800.0,,,소구역 B47 외 3개소 변환기 외부함 설치에 따른 굴착공사,B,북구,"북구 대구체육관로 39, B동 (산격동,대구체육관) / 1427-1번지",520.0,470.0,144.0,20149002762,"북구 대구체육관로 39, B동 (산격동,대구체육관) / 1427-1번지",E,기타공사,3.0,배수관망유지수선,,"1,879,990",35.8936796,128.6034325,2014-02-04 08:00:00
201305620,54000,북부사업소,,,,,201309110174.0,201309111404.0,201309111404.0,201309111545.0, 확인결과 미누수,B,북구,"북구 연암로 40 (산격동,별관2식당) / 1449-1번지",520.0,470.0,809.0,20139011049,"북구 연암로 40 (산격동,별관2식당) / 1449-1번지",E,기타공사,1.0,미누수,,"26,260",35.8925102,128.6007659,2013-09-11 14:04:00
201406098,54000,북부사업소,,,,,201411040177.0,201411041117.0,201411041117.0,201411041150.0,현장확인 결과 미누수,B,북구,북구 산격동 1241-21 오복세탁소,520.0,480.0,1058.0,20149014129,"북구 대동로 10-1 (산격동,오복세탁소) / 1241-21번지",E,기타공사,1.0,미누수,,,35.8978985,128.6080259,2014-11-04 11:17:00
201406117,54000,북부사업소,,,,,201411170020.0,201411170912.0,201411170912.0,201411170950.0,현장확인 결과 미누수,B,북구,북구 산격동 1307-60,520.0,490.0,1098.0,20149014150,북구 대학로25길 17-4 (산격동) / 1307-60번지,E,기타공사,1.0,미누수,,,35.8952784,128.6102857,2014-11-17 09:12:00
201406116,54000,북부사업소,,,,,201411170004.0,201411170830.0,201411170830.0,201411170910.0,현장확인 결과 미누수,B,북구,북구 산격동 1411-3,520.0,490.0,1096.0,20149014149,북구 대학로9길 24-13 (산격동) / 1411-3번지,E,기타공사,1.0,미누수,,,35.8933097,128.6063765,2014-11-17 08:30:00
201406119,54000,북부사업소,,,,,201411270046.0,201411270951.0,201411270951.0,201411271100.0,현장확인 결과 미누수,B,북구,북구 산격동 1230-5,520.0,480.0,1127.0,20149014152,북구 산격로14길 3-14 (산격동) / 1230-5번지,E,기타공사,1.0,미누수,,,35.8966819,128.6057206,2014-11-27 09:51:00
201500813,54000,북부사업소,,,4.0,배수지관,,201501150900.0,,,"STS D=40mm L=25m, 제수변(SV) D=80mm 1개소",B,북구,북구 대동로8길 9 (산격동) / 1267-25번지,520.0,490.0,41.0,20159001848,대동로8길 9 긴급복구공사,E,기타공사,3.0,배수관망유지수선,0.0,"2,441,810",35.8965019,128.6100277,2015-01-15 09:00:00
201500812,54000,북부사업소,,,4.0,배수지관,,201501140900.0,,201501151800.0,"STS D=40mm L=32m, 제수변(SV) D=80mm 1개소",B,북구,북구 대동로8길 17 (산격동) / 1249-23번지,520.0,480.0,37.0,20159001794,대동로8길 17 긴급복구공사,E,기타공사,3.0,배수관망유지수선,0.0,"2,498,230",35.8964916,128.6090544,2015-01-14 09:00:00
201504241,54000,북부사업소,,,,,201508140018.0,201508141443.0,,201508141630.0,현장확인 결과 미누수,B,북구,북구 산격동 1304-15,520.0,490.0,524.0,20159010674,북구 대학로23길 6 (산격동) / 1304-15번지,E,기타공사,1.0,미누수,,"69,180",35.8949248,128.6113522,2015-08-14 14:43:00
201503323,54000,북부사업소,,,3.0,배수본관,,201505080900.0,,,하수본관내 매달린관 수선공사 N=3개소,B,북구,북구 연암로2길 10 (산격동) / 1392-9번지,520.0,470.0,255.0,20159008654,하수본관내 매달린관 수선공사 N=3개소,E,기타공사,2.0,시설물수선,0.0,"505,010",35.8889357,128.6022712,2015-05-08 09:00:00
201502349,54000,북부사업소,,,,,201505280042.0,201505280920.0,,201506050955.0,1차 및 2차 터파기 확인결과 미누수,B,북구,북구 산격동 1013-1 09.9.2중지연장,520.0,461.0,302.0,20159006234,"북구 연암로12길 6-18, 09.9.2중지연장 (산격동) / 1013-1번지",E,기타공사,1.0,미누수,0.0,"492,140",35.8916085,128.5981186,2015-05-28 09:20:00
201604390,54000,북부사업소,,,,,,201607261000.0,,,민원에 의한 확인굴착(미누수),B,북구,북구 연암로4길 49 (산격동) / 1498-220번지,520.0,470.0,695.0,20169009557,북구 연암로4길 49 (산격동) / 1498-220번지,E,기타공사,1.0,미누수,,"178,850",35.8906243,128.6037134,2016-07-26 10:00:00
201603265,54000,북부사업소,,,4.0,배수지관,,201605130900.0,,,"STS D=40㎜ L=56m, 이토변 D=40㎜ N=1개소",B,북구,북구 산격로서9길 8-50 (산격동) / 1437-9번지,520.0,243.0,478.0,20169007100,북구 산격로서9길 8-50 (산격동) / 1437-9번지,E,기타공사,3.0,배수관망유지수선,,"6,865,810",35.895666,128.6021079,2016-05-13 09:00:00
201603865,54000,북부사업소,,,,,201606230274.0,201606231429.0,,201606231829.0,민원발생으로인산 확인굴착(수도아님),B,북구,북구 산격동 1498-220,520.0,470.0,599.0,20169008510,북구 연암로4길 49 (산격동) / 1498-220번지,E,기타공사,1.0,미누수,,"308,890",35.890631,128.6037241,2016-06-23 14:29:00
201604757,54000,북부사업소,,,4.0,배수지관,,201608191200.0,,,소화전 누수에 따른 위치변경,B,북구,북구 산격로 69 (산격동) / 1228-1번지,520.0,470.0,787.0,20169010449,북구 산격로 69 (산격동) / 1228-1번지,E,기타공사,2.0,시설물수선,,"2,244,880",35.8968328,128.6051482,2016-08-19 12:00:00
201700735,54000,북부사업소,,,,,201701240010.0,201701240855.0,,201701241121.0,현장확인 결과 내부누수,B,북구,북구 산격동 1117-26,520.0,461.0,85.0,20179001621,북구 산격로서9길 23-7 (산격동) / 1117-26번지,E,기타공사,1.0,미누수,,"30,960",35.8947804,128.6002504,2017-01-24 08:55:00
201701653,54000,북부사업소,,,5.0,급수관,201703130063.0,201703130951.0,,201703131158.0,계량기 이토(2회),B,북구,북구 산격동 1437-1,502.0,461.0,218.0,20179003822,북구 산격로서9길 14-15 (산격동) / 1437-1번지,E,기타공사,99.0,기타,0.0,"142,500",35.8952896,128.6012526,2017-03-13 09:51:00
201705376,54000,북부사업소,,,5.0,급수관,201710270037.0,201710270922.0,,201710271122.0,D=20㎜계량기철거후 이토작업,B,북구,북구 산격로9길 14-6 (산격동) / 1424-23번지,520.0,470.0,1052.0,20179011398,북구 산격로9길 14-6 (산격동) / 1424-23번지,E,기타공사,99.0,기타,0.0,"197,380",35.8952121,128.6038735,2017-10-27 09:22:00
201704943,54000,북부사업소,,,4.0,배수지관,,201709190900.0,,,"STS d=50㎜, L=68m 노후배수관 교체공사",B,북구,북구 연암공원로11길 3-16 (산격동) / 1166-6번지,520.0,461.0,937.0,20179010401,북구 연암공원로11길 3-16 노후배수관교체공사,E,기타공사,3.0,배수관망유지수선,6.0,"11,837,680",35.8961547,128.5988809,2017-09-19 09:00:00
201703284,54000,북부사업소,,,,,201706280041.0,201706280923.0,,201706281150.0,터파기 결과 미누수,B,북구,북구 산격동 1106-2,520.0,461.0,590.0,20179007124,북구 연암공원로8길 15-2 (산격동) / 1106-2번지,E,기타공사,1.0,미누수,0.0,"104,830",35.8934871,128.5985558,2017-06-28 09:23:00
201705341,54000,북부사업소,,,4.0,배수지관,,201710171000.0,,,"d=50㎜, L=44m 노후관교체공사",B,북구,북구 연암공원로10길 15-6 (산격동) / 1435-34번지,520.0,461.0,1019.0,20179011341,북구 연암공원로10길 15-6 (산격동) / 1435-34번지,E,기타공사,3.0,배수관망유지수선,3.0,"9,057,640",35.8946727,128.6005333,2017-10-17 10:00:00
201800426,54000,북부사업소,,,5.0,급수관,201712270332.0,201712271443.0,,201712271640.0,내부청소 및 이토작업,B,북구,북구 산격동 990 유일도료,520.0,461.0,1380.0,20189000709,"북구 연암로 68 (산격동,유일도료) / 990번지",E,기타공사,99.0,기타,,"53,990",35.8914337,128.5963278,2017-12-27 14:43:00
201803271,54000,북부사업소,,,4.0,배수지관,201804060103.0,201804061054.0,,201804061350.0,"STS D=40㎜, L=42m 및 D=25m, L=13m 노후배수관 교체공사",B,북구,북구 산격동 993-15,520.0,461.0,537.0,20189005666,북구 연암로 66-10 (산격동) / 993-15번지,E,기타공사,3.0,배수관망유지수선,1.0,"4,750,020",35.8913298,128.5968238,2018-04-06 10:54:00
201800493,54000,북부사업소,,,,,201712140325.0,201712141910.0,,201712150934.0,굴착확인결과 미누수,B,북구,북구 산격동 1425-39 체육관주유소,520.0,470.0,1305.0,20189000834,"북구 산격로 45 (산격동,체육관주유소) / 1425-39번지",E,기타공사,1.0,미누수,0.0,"110,950",35.8946882,128.6050909,2017-12-14 19:10:00
201802834,54000,북부사업소,,,5.0,급수관,201803230017.0,201803230857.0,,201803231150.0,D=15㎜직관부폐쇄,B,북구,북구 연암공원로 82-8 (산격동) / 1186-65번지,520.0,243.0,480.0,20189004629,북구 연암공원로 82-8 (산격동) / 1186-65번지,E,기타공사,99.0,기타,0.0,"289,410",35.8973449,128.6011675,2018-03-23 08:57:00
201900216,54000,북부사업소,,,5.0,급수관,201812110060.0,201812111004.0,,201812111300.0,누수공사 이후 출수불량 민원 -〉업체확인 계량기까지 수압 이상없음,B,북구,북구 산격동 1106-1,520.0,461.0,1344.0,20199000427,북구 연암공원로8길 7-1 (산격동) / 1106-1번지,E,기타공사,99.0,기타,,"194,570",35.8937698,128.5991186,2018-12-11 10:04:00
201804673,54000,북부사업소,,,5.0,급수관,201807170446.0,201807170846.0,,201807171150.0,방지계 공사 이후 수압 떨어짐 -〉확인결과 이상없음,B,북구,북구 산격동 1250-20,520.0,480.0,883.0,20189008388,북구 대동로4길 18-4 (산격동) / 1250-20번지,E,기타공사,99.0,기타,,"73,630",35.8968971,128.6089178,2018-07-17 08:46:00
201805323,54000,북부사업소,,,4.0,배수지관,201808220437.0,201808221602.0,,201808221800.0,침하민원에 의한 포장,B,북구,북구 산격동 1167-3 금고본인,520.0,461.0,985.0,20189009552,"북구 연암공원로11길 3-24 (산격동,금고본인) / 1167-3번지",E,기타공사,99.0,기타,0.0,"47,360",35.8963673,128.5987611,2018-08-22 16:02:00
201806728,54000,북부사업소,,,4.0,배수지관,,201810121100.0,,,부단수제수변설치 및 지상식소화전설치,B,북구,북구 연암공원로 90-5 (산격동) / 1185-8번지,520.0,243.0,1153.0,20189012004,북구 연암공원로 90-5 (산격동) / 1185-8번지,E,기타공사,2.0,시설물수선,0.0,"2,704,870",35.898052,128.6017082,2018-10-12 11:00:00
202001067,54000,북부사업소,,,4.0,배수지관,202002140043.0,202002140954.0,,202002141343.0,"노후관교체공사(D40, L=36M)",B,북구,북구 산격동 980-2,520.0,461.0,888.0,20209002100,북구 연암로 66 (산격동) / 980-2번지,E,기타공사,3.0,배수관망유지수선,,"3,653,740",35.8914557,128.5961285,2020-02-14 09:54:00
202005561,54000,북부사업소,,,4.0,배수지관,202012180117.0,202012181025.0,,202012181400.0,"노후배수관 교체공사(STS D=25㎜, L=30m)",B,북구,북구 산격동 1222-14 자납,520.0,243.0,723.0,20209010399,"북구 연암공원로32길 50-1, 자납 (산격동) / 1222-14번지",E,기타공사,4.0,노후관교체공사,2.0,"4,404,550",35.8982422,128.60562,2020-12-18 10:25:00
202202962,54000,북부사업소,,,,,202204200352.0,202204201608.0,,202204201740.0,확인굴착 결과 미누수,B,북구,북구 산격동 1102-7,520.0,461.0,311.0,20229004678,북구 연암공원로8길 20-1 (산격동) / 1102-7번지,E,기타공사,1.0,미누수,,"196,310",35.893401,128.5981047,2022-04-20 16:08:00
202105466,54000,북부사업소,SS00201,생활용수,4.0,배수지관,202110060268.0,202110061329.0,,202110071530.0,"D40 eps->STS, 60m, 노후관교체공사",B,북구,북구 산격동 1099-51,520.0,461.0,737.0,20219009548,북구 연암공원로 22-13 (산격동) / 1099-51번지,E,기타공사,4.0,노후관교체공사,1.0,"7,737,620",35.8927748,128.5978637,2021-10-06 13:29:00
